용수구역명,연도,연평균 일평균기온(℃), 계절별 평균기온(℃ 3-5), 계절별 평균기온(℃ 6-8), 계절별 평균기온(℃ 9-11), 계절별 평균기온(℃ 12-2),폭염일수,한파일수,연평균 강수량(mm),계절별 강수량(mm 3-5),계절별 강수량(mm 6-8),계절별 강수량(mm 9-11),계절별 강수량(mm 12-2),강수일수(일), 유효강수일수(일), 일강수량 80mm 이상일수(일), 최대 연속무강우일수(일), 10일 연속무강우일수(회),기준증발산량(FAO Penman-Monteith), 기준증발산량(수정 Penman), 논면적(ha),밭면적(ha),생육기(5-9월) 강수량(mm),생육기(5-9월) 최대 연속무강우일수,연평균 유효우량(mm)(논),논-순용수량(mm),밭-순용수량(mm),논-조용수량(천㎥),밭-조용수량(천㎥),일최대강우량,5일누적 최대강우량
남상,1983,14.1,13.3,24.4,16.2,2.4,12,0,1665.9,432.4,728.4,416,89.1,126,59,1,44,14,936.7,1173.1,1814.9,1226.6,1172.3,16,679.1,680.3,197,13672.1,3020,92.1,253.1
남상,1984,13.8,12.3,25.2,16,1.5,14,0,1314.2,261.6,807.9,220.7,24,106,43,3,74,11,940.7,1184.2,1807.1,1226.9,1060,19,868.7,492.7,172.8,9859.4,2650.4,97.4,149.7
남상,1985,14,12.9,24.6,16.7,1.7,25,0,2651.6,715.8,1200.4,632.9,102.5,136,64,10,54,10,940.9,1192.9,1802.1,1214.8,1887.1,19,717.9,708.3,210.4,14135.6,3194.6,188.5,410
남상,1986,13.6,13.1,23.9,14.7,2.4,14,0,1647,381.5,853.5,337.9,74.1,112,53,5,44,11,949.8,1213.7,1801.4,1210.7,1321.2,19,803.8,572.8,150,11425.8,2269.6,149,206.1
남상,1987,14.1,12.9,23.8,16.1,3.6,0,0,1891.9,360.5,1225.1,207.3,99,125,57,2,46,11,927.9,1185.1,1815.9,1099.9,1422.9,18,909.2,478.5,149.2,9622.6,2051.2,264.5,427.4
남상,1988,13.9,12.4,24.3,15.9,2.9,11,0,1098.1,413.6,563.8,94.2,26.5,121,38,3,97,8,987.5,1269.4,1795.6,1090.1,821.7,20,714.6,778.4,264.5,15478.6,3603.6,88.5,125
남상,1989,14.5,13.9,23.7,15.8,4.3,1,0,2240.7,164.3,1311.3,465.8,299.3,126,69,8,33,8,992.1,1281.5,1780.1,1103.6,1719.2,23,851,465.7,199.5,9180.8,2752.2,145,339.5
남상,1990,15,13.3,25.5,17.3,3.6,26,0,2033.6,648.5,785,347.7,252.4,123,67,2,57,7,1009.5,1291.6,1760.2,1097.2,1267,24,877.8,587.2,179.7,11445.4,2464.7,171.5,299
남상,1991,13.9,12.3,24,15.9,3.3,1,0,2263.3,399.4,1446.9,258.2,158.8,131,63,9,56,12,856.3,1054.7,1741.9,1103.6,1783,19,847.3,410.5,150.7,7918.3,2078.3,177,223
남상,1992,14.1,13,23.5,15.6,4.2,3,0,1591.4,637.2,487.8,302.1,164.3,103,52,3,27,14,964.9,1232.6,1711.5,1098.2,953.2,18,568,856.4,265.3,16231.8,3641.5,159.7,203.3
남상,1993,13.4,12.4,22.1,15.6,3.4,0,0,2029.8,350.5,1321,192.5,165.8,114,62,5,41,7,855.5,1106.8,1688.5,1097.9,1552,20,937.4,400.5,132.9,7489.9,1823.7,217.5,317
남상,1994,14.8,12.8,25.5,16.9,3.7,23,0,1101.7,501,306.5,225.5,68.7,85,37,3,34,13,1003.2,1277,1684.1,1081.6,633.5,26,458.2,1022.9,392.4,19078.2,5305.6,110,139.5
남상,1995,13.9,12.4,24.3,15.6,3.1,8,0,1434,396,804,157,77,88,39,5,29,12,947.9,1218.1,1586.5,1116.1,1021,19,572,789.7,222.6,13873.6,3105.7,196.5,269.5
남상,1996,14,12.1,23.7,16.5,3.6,16,0,1407,360.5,763.5,179,104,94,45,2,60,11,938,1198.6,1557.4,1095.5,865,29,746.4,603.2,265.6,10403.8,3637.3,127.5,236
남상,1997,14.9,14,24.5,16.6,4.4,8,0,1990.8,534.5,1084.5,278,93.8,93,54,7,72,11,990.9,1278,1531.4,1092.1,1395.5,22,667.3,725.3,302.9,12300,4135.4,168.5,356
남상,1998,15.1,14.8,23.6,16.7,5.1,0,0,2556,728,1142,517.5,168.5,118,65,9,38,9,910.8,1165.3,1535.5,1083.3,1809.5,28,859.5,528.2,146.3,8982,1981.4,275.5,406
남상,1999,13.5,12.8,21.7,16,3.4,0,0,2843.8,618.5,1527,628,70.3,113,65,11,52,10,873.1,1118.3,1532.4,1066.8,2152.5,13,1034.7,257,44.6,4361.7,595.2,188,388
남상,2000,14,12.9,25,15.4,2.8,13,0,1854.5,198.5,1093,533.5,29.5,101,49,8,53,12,963.3,1260.4,1527,1055.3,1619,21,901.9,423.3,147.4,7157.4,1944.3,163.5,353
남상,2001,14.1,13,24.6,16.1,2.5,14,0,1584.4,167.5,959,278,179.9,88,48,3,58,10,987.8,1295.2,1508.8,1042.1,1193.5,17,711.3,696.6,200.7,11639.6,2614.3,303,362.5
남상,2002,13.9,13.4,23.4,14.3,4.4,10,0,2291.5,660.5,1323.5,214,93.5,110,62,6,43,9,971.9,1277.1,1510.1,1022.5,1679,14,902.4,552.6,146.5,9240.7,1872.5,254,324
남상,2003,14.1,12.2,23.3,17.3,3.3,6,0,2729.5,704,1289.5,615.5,120.5,143,69,8,40,9,901.7,1158.9,1485.1,1002.6,2118,18,1127.1,220.2,99.2,3622,1243.6,410,473
남상,2004,15.2,14.1,25.4,16.9,4.5,27,0,1730.5,511.5,816.5,257.5,145,105,50,3,76,11,944.6,1179.5,1467.5,1000.2,1244,30,779.9,633.5,245.2,10296,3065.3,142,305.5
남상,2005,13.6,12.8,24.1,16.3,1.2,3,0,1617,585.5,753,172.5,106,100,53,3,31,9,940.1,1187.7,1428.3,1002.2,1077.5,15,848.6,552.7,145.8,8741.8,1826,104,137.5
남상,2006,14,12.2,23.8,16.4,3.3,17,0,1889.9,519,1057,229.5,84.4,104,55,5,62,11,902.7,1143.7,1405.7,979.6,1534,23,760.7,632.5,174.5,9845.3,2136.3,264.5,442
남상,2007,14.6,13.4,24.2,16.1,4.6,13,0,1780.5,349,690.5,561.5,179.5,130,60,5,61,11,930.8,1186.8,1387.8,977.2,1257.5,18,792.9,541.4,137.7,8320.6,1681.7,111,194.5
남상,2008,14.5,13.4,24.4,17,3.1,13,0,1081.4,346.4,591.7,75.7,67.6,105,41,3,49,9,927.9,1191.4,1343.9,955.6,792.3,28,562.5,771.9,241.9,11487.6,2889.4,105,238
남상,2009,14.6,14,23.8,16.5,3.9,3,0,1676,414.9,981.5,172.7,106.9,122,48,4,66,11,933.4,1209.2,1291.5,970.8,1219.6,25,658.3,649.7,195.8,9291.4,2376.7,232,305
남상,2010,14.3,12,25.2,16.4,3.2,7,0,2160.2,639.5,871.5,434.1,215.1,141,62,5,40,10,892.5,1142.5,1225.3,985.3,1495.8,20,744.8,573.2,150,7777.7,1847.1,259,362
남상,2011,14.1,12.6,24.6,17.1,2,4,0,2183.4,425.8,1215.5,418.9,123.2,122,59,5,56,14,883.5,1131.9,1197.9,983.6,1457.5,18,803.7,510.7,139.6,6774.2,1716.6,231.5,311.5
남상,2012,14,13.5,25.1,15.5,1.7,11,0,2208.7,529.9,933.7,589.9,155.2,123,67,7,49,9,908.8,1160.7,1163.4,1028.3,1489.7,24,705,576.3,222.3,7424.9,2856.9,214.5,391
남상,2013,14.9,13.6,26.1,16.7,2.9,23,0,1590.5,570.4,546.7,270.8,202.6,104,41,6,31,15,954.4,1207.8,1144.8,877.5,929.8,28,595.2,769.5,248.3,9755.7,2724.1,146,221.5
남상,2014,14.8,14.5,24,16.5,3.8,6,0,2058.4,466.9,1113.1,429.4,49,119,62,5,48,11,876.1,1107.4,897.5,1048.5,1410.3,13,774.1,569.4,99.7,5659.7,1306.8,258.5,392.5
남상,2015,14.8,13.7,23.8,16.9,4.5,14,0,1789.3,682.3,611.3,329.5,166.2,121,63,6,25,11,894.4,1131.1,887.6,1056.8,938.7,18,679,778.5,188.3,7652.2,2487.8,132.5,241.5
남상,2016,15.1,14.3,25.4,16.7,4,29,0,2400.8,732.5,390.9,949.7,327.7,114,56,8,47,10,915.2,1138.8,864.7,1073.9,1183.3,44,638.2,827.4,260.4,7922.9,3495.4,267.5,285
남상,2017,14.9,14.4,25.6,16.4,3.2,24,0,1157.8,215.4,486.7,356.8,98.9,104,41,1,55,13,957.4,1198.8,835,1065,704.3,24,550.2,740.8,263.3,6850.1,3505.8,104,142.5
남상,2018,14.7,14.1,25.8,15.7,2.8,34,0,2203.6,663.5,706.6,704.8,128.7,122,60,5,44,8,921.1,1144.3,760.2,1085.2,1241.5,44,607.4,798.3,255.9,6720.3,3470.9,225.5,383.5
남상,2019,15.2,14.3,24.6,17.3,4.4,13,0,2171.7,417.4,958.1,682.8,113.4,124,45,7,55,14,931.5,1166.6,754.1,1060.9,1570.9,30,694.1,677.8,200.5,5661,2659.5,185,379
당고,1981,11,10.4,23.4,12.1,-2.4,5,19,1234.3,132.4,803.1,221.5,77.3,143,43,3,57,13,787.9,994.5,8772.8,4874.9,952.1,20,537.6,612.9,155.6,60486.2,9480.8,109.8,166.1
당고,1982,12.1,10.9,23.4,14.4,-0.5,5,3,984.2,240.4,439.2,214,90.6,133,38,1,45,13,848.8,1063.9,9232.7,4671.1,615.6,45,465.3,756.3,270.3,78549.7,15780.2,124.9,206.7
당고,1983,12,11.8,23.2,14,-1.2,3,4,1272.3,249.2,613.1,343,67,159,47,1,44,15,796.2,995.9,9403.1,4469.3,948,15,640.7,541.3,71.3,57253.5,3984.8,134.5,141.2
당고,1984,11.3,10,24.1,13.6,-2.5,9,6,1376.4,160.9,757.4,381.5,76.6,156,43,4,97,14,801.6,999.3,9569,4355.9,1117.5,23,573.7,647.5,129,69691.9,7023.6,179.1,317.3
당고,1985,11.7,10.5,24.2,13.8,-2,13,8,1360.3,344.1,301.3,619.3,95.6,167,56,1,39,11,797.8,992.3,9700.4,4197,720.9,39,500.2,783.2,178.6,85456,9369.1,124.8,205.5
당고,1986,11,10.2,22.9,12.3,-1.6,2,6,1093.6,179.7,560.5,284.3,69.1,145,46,0,45,14,760.9,952.9,10151.4,3958.4,796.9,25,654.1,526.5,89.9,60123.8,4450.7,68.3,119.9
당고,1987,11.7,9.6,23,13.9,0,0,1,1527.8,184.7,1071.4,164.9,106.8,134,50,5,35,13,783.3,998.2,10587.2,4348.3,1213.4,19,839.7,298,90,35485.7,4894.6,125.2,219.8
당고,1988,11.6,10.1,23.6,13.1,-0.6,9,0,685.6,140.5,428.1,67.9,49.1,127,32,0,104,10,872.2,1117,9535.1,3330.3,503.8,23,416.9,779.5,255.4,83610.3,10630.9,61.1,136.3
당고,1989,12.3,11.3,23.1,13.3,1.4,4,0,1197.7,175.9,532.8,361.2,127.8,138,43,3,34,14,858.7,1085.8,9582.1,3265,798.2,23,455.4,759.3,164.1,81839.8,6697.2,108.7,188.3
당고,1990,12.5,10.6,23.7,14.8,0.5,9,4,1788.3,259.5,936.4,426.3,166.1,154,59,3,55,13,789.2,1007.9,9616.7,3158.8,1351.3,19,780.5,414.6,90.5,44845.6,3573.1,129.7,260.5
당고,1991,11.7,10.7,23.1,12.9,-0.1,3,3,1088.6,338.3,412.7,243.6,94,128,40,1,39,13,819.4,1043.2,9845,3087.8,820.5,23,531.9,602.6,145.4,66728.5,5612.6,118.8,198.8
당고,1992,11.9,10.9,23,13,0.7,4,0,1017.6,156.4,482.1,278.3,100.8,137,44,2,62,11,830.3,1064.8,9952,3034.3,744.6,26,440.2,780.1,183.7,87329.4,6968,160.5,222.7
당고,1993,11.5,10.1,22,13.7,-0.3,0,1,1093.6,123.3,639.9,218.3,112.1,134,52,0,30,12,800.2,1026.4,10075.9,3020.1,772.3,17,549.1,599.4,93.7,67935.8,3537.5,77.8,157.1
당고,1994,12.7,11,25.3,14.3,0,27,2,1234.5,254,584.6,338.8,57.1,115,34,3,39,12,895.4,1139.6,9956,3752.8,839.8,28,531,760.1,205.6,85124.5,9643.2,148.5,189.2
당고,1995,11.7,10.1,23.9,13.4,-1,1,3,1448.3,152.6,1161.3,89.4,45,134,32,5,54,12,836.1,1081.5,10468.5,3172.8,1248.6,24,543.9,661,246.2,77833.1,9764.6,236.1,533.4
당고,1996,11.6,9.6,23.7,13.7,-0.9,19,2,830.1,183.2,406.1,170.7,70.1,133,40,1,52,12,818.3,1042.2,10585.2,2987.7,432.5,33,405.3,759.4,234.1,90417.9,8741.8,85,87.8
당고,1997,12.2,11,24.5,13.6,-0.4,14,2,1156.9,331.9,590.3,141.5,93.2,120,34,3,49,10,852,1075.8,10551.7,2884,839.2,25,450.6,821.8,287.4,97539.1,10361.3,155.7,227.9
당고,1998,12.9,12.2,23.3,15.1,0.8,0,3,1711.6,291.1,1069.1,247.9,103.5,157,60,3,34,11,818.8,1050.4,10657.4,2763.6,1332.6,16,836,384.6,28.2,46102.4,975,152,210.4
당고,1999,12.3,10.8,23.8,14.2,0.2,4,1,1826.6,328.8,778.1,680.5,39.2,144,42,5,107,11,856.6,1105.5,10719,2664,1489.5,24,487.4,768.7,155.5,92688.8,5177.4,274.5,476.2
당고,2000,11.3,9.5,23.7,12.9,-0.9,0,3,1424.8,103.9,873.3,357.3,90.3,156,40,5,90,12,821.7,1065.8,10748.7,2622.2,1233.5,25,502,690.8,161.6,83521.9,5297,164,378
당고,2001,11.8,10.6,24.2,14,-1.8,7,7,986.8,49.2,738.8,70.7,128.1,155,32,3,61,7,861.5,1113.5,10867.2,2569.5,771.6,47,523.3,653.3,269.9,79856.6,8667.9,120.9,227
당고,2002,11.9,11.5,23.2,12,0.6,4,1,1387.6,386.1,785.1,172.1,44.3,148,43,5,59,11,822.2,1074,10916.9,2563.2,1019.9,25,633.4,597,108.5,73305.8,3476.7,140,251.5
당고,2003,12,11.5,22.7,14.2,-0.6,0,6,1433.4,308,769.9,278.5,77,169,54,3,47,9,769.1,990.7,10902.2,2544.1,1077.3,16,832,373.2,66.7,45762.1,2122.6,171.5,193.5
당고,2004,12.6,10.8,24.3,14.5,0.6,13,3,1340.9,236.2,664.2,354.9,85.6,152,51,2,42,10,859.2,1121.4,10886.8,2547.7,1087.1,15,674.7,603.6,143.4,73923.1,4568.4,125.5,174.6
당고,2005,11.6,10.3,23.9,14.2,-2.4,6,9,1334.2,169.4,803.6,279.2,82,151,52,2,44,15,830.5,1089.9,10845.9,2572.5,1088.4,15,643.2,519.6,45.2,63390.6,1452.6,110.5,175
당고,2006,12.2,10,23,15.5,0.3,1,4,1139.2,215.8,779.5,75.6,68.3,132,35,3,45,13,819.2,1071.8,10823.7,2566.3,923.1,20,609.8,584.9,190.9,71214.7,6125.1,122,181.5
당고,2007,12.5,10.8,23.3,14,1.6,0,0,1471.1,263.8,795.1,350.9,61.3,156,53,4,38,13,774.9,1008.7,10955.7,2542.5,1209.4,14,706.5,420.9,54.1,51873,1720,119.5,211
당고,2008,12.1,11,23.3,14.7,-0.8,2,2,909.6,160.6,567.8,131.3,49.9,120,42,1,59,12,813.4,1049.1,10720,2525.7,719,18,524.4,624.3,114.5,75284.3,3615.7,108.5,212
당고,2009,12.3,11.2,22.9,14.5,0.5,0,2,1074.3,227.9,636.1,124.3,86,131,37,1,49,11,860.3,1113.4,10668.9,2378.1,770,27,496,720.1,187.5,86417.9,5573.3,114.5,245.5
당고,2010,11.7,9.3,23.7,14,-0.3,0,3,2141.8,299.4,1249,443.1,150.3,165,60,8,55,11,803,1047.5,10565.4,2252.9,1819,17,712,470,69.9,55857,1968.6,177,254.5
당고,2011,11.7,9.8,23,14.8,-1.3,1,7,1704.4,238.6,1270.3,117.3,78.2,145,44,6,60,12,795,1052.1,10388.8,2315.4,1428.5,24,656.2,553.9,133.6,64729.9,3866.3,150.5,285
당고,2012,11.5,10.6,24.5,13.2,-2.4,8,8,1642.6,169.6,1005.8,384.3,82.9,141,46,5,61,12,834.4,1055.7,10489.6,2349.7,1221.8,45,564.1,630.4,237.4,74378.9,6973.6,161.3,285.3
당고,2013,11.8,9.5,24.6,13.9,-1.1,2,8,1018.7,237.5,428.8,218,134.4,138,47,0,33,14,792.1,982.2,10453.4,2315.6,691.1,15,548.8,634.2,117.3,74576.3,3396,75.2,120.6
당고,2014,12.4,11.8,23.3,14.4,-0.3,1,0,1000.2,169.5,463.3,261.7,105.7,139,43,1,43,12,808.7,1001.8,10270.4,2271.1,622.7,20,562.4,644.5,139.5,74459.6,3960.1,126.4,140.8
당고,2015,12.8,11.2,23.5,15,1.2,1,0,815.9,178,285.7,244.8,107.4,147,44,0,33,13,831,1030.9,10216.8,2293.6,341.4,33,330.6,858.8,264.4,98700.9,7580.9,47.4,66.3
당고,2016,13,12.1,24.5,14.7,0.4,16,3,922.1,265,366.4,144.4,146.3,132,37,1,32,12,825.8,1004.4,10058.7,2127,573.2,32,452.6,820.8,184.8,92868.9,4912.1,137.5,141.7
당고,2017,12.2,11.3,24.1,13.9,-0.6,7,2,830.4,71.6,582.4,87.8,88.6,148,43,1,43,11,834.1,1030.4,9860.8,2260.1,647.9,33,505.5,606.4,209.4,67262.1,5915,86.2,140.2
당고,2018,12.3,11.8,25.2,13.3,-1.4,26,10,1227.2,357.1,472,309.8,88.3,145,44,3,42,12,893.8,1111.8,9801.5,2273.9,702.4,42,508.2,874,289.9,96359.5,8239.9,139.3,144.6
당고,2019,12.7,11.3,23.8,15,0.5,9,0,951.6,107.7,388.5,386.7,68.7,133,42,0,60,13,861.7,1081.4,9792.7,2259.3,589.7,29,394.5,757.3,215.2,83416.5,6076.1,71,118.8
울상,1981,13.2,12.8,24.2,13.9,1.4,12,0,1064,128.3,463.5,388.3,83.9,120,42,2,35,10,910.8,1176.3,3680.6,1379.9,791,28,436.4,755.8,211.3,31864.7,3644,163.4,170
울상,1982,13.9,13.4,23.8,15.8,2.4,8,0,997.1,219.3,550.3,167.6,59.9,116,37,1,62,14,922.1,1184.8,3666.4,1363.6,682.3,30,459.9,819.8,239.5,34432.1,4081.6,216.9,251.4
울상,1983,13.7,12.9,23.9,15.7,2.1,16,0,1286.3,305,517.1,414.8,49.4,135,50,0,36,11,911,1164.1,3861.7,1427.1,906.8,15,646,629.2,144.9,27831.9,2584.7,72.4,150.9
울상,1984,13.3,11.5,25,15.6,1.1,17,0,1308.5,191.9,682.7,400.7,33.2,110,40,4,118,11,912.5,1171.7,3841,1400.8,1073.9,19,709.8,590.5,122.9,25979.1,2151.9,233.2,256.9
울상,1985,13.8,12.5,24.7,16.2,1.6,17,0,1746.9,363.6,634.5,668.3,80.5,137,52,4,54,10,912.5,1171.1,3819.2,1370.3,1149.3,24,624.9,703.5,163.1,30776.7,2793.9,149.4,224.5
울상,1986,13.1,12.7,23.2,14.2,2.2,12,0,1001.7,217.7,506.1,200.3,77.6,115,38,2,49,11,894.7,1155.1,3777.1,1347.6,738.6,29,457.2,799,160.4,34568.7,2701.9,97,208.9
울상,1987,13.9,12.4,23.8,15.7,3.4,4,0,1265.5,231.3,822.2,131,81,112,48,1,47,10,891.5,1153.3,3901.7,1305.7,941.7,21,711,545.8,120,24394,1958.1,197.7,216.4
울상,1988,13.5,12.3,23.5,15.2,2.8,10,0,1042.3,222.8,679.2,91.9,48.4,114,39,1,48,8,938.5,1235.8,3834.5,1272.6,843.9,19,616.2,634.7,138.9,27878.5,2208.8,122.7,207.3
울상,1989,14.2,13.3,23.2,15.3,4.9,8,0,1371.3,179.8,592.1,322.6,276.8,144,61,0,103,12,901.1,1179.8,3785.4,1257.6,829.6,18,667.2,518.9,139.7,22501.5,2196,56.2,146.9
울상,1990,15,13.4,25.6,16.9,3.8,26,0,1232.8,296.7,548.4,204.5,183.2,126,53,1,42,9,945.7,1230.7,3717.1,1225.6,785.4,18,596.5,715.2,150.1,30451.2,2299.6,103.2,162.5
울상,1991,13.8,12.3,23.6,15.5,3.3,3,0,2058.9,357.9,1319.3,184.3,197.4,135,55,6,62,12,884.8,1149.1,3647.5,1190.8,1573.2,17,775.1,455.6,74.6,19035.4,1110.9,417.8,549.6
울상,1992,14.2,13,24,15.5,4.3,14,0,1155.4,335.1,451.1,246.4,122.8,123,48,0,30,14,887.8,1136.6,3589.6,1171.6,705.4,18,495.9,779.1,187.9,32033.6,2751.6,72,136.1
울상,1993,13.1,12.3,21.6,15.3,3.2,0,0,1649.4,198.1,1123.4,178.4,149.5,139,57,3,34,8,834.8,1094.2,3517.3,1134.5,1273.4,11,800.7,413.6,85.9,16663.7,1218.3,208.3,273.7
울상,1994,14.8,13,26,16.6,3.6,40,0,921.4,301.5,286.6,253.9,79.4,86,39,1,34,11,1024.9,1321.7,3434.3,1137.7,541.7,25,462.8,990.1,297,38951.1,4223.6,97.2,103.9
울상,1995,13.8,12.6,24.5,15.1,2.7,27,0,693,223.6,325.3,95.2,48.9,115,35,0,24,9,955.6,1250.8,3196.9,1277.8,461.1,22,366.4,975,190.9,35705.3,3049.9,77.6,83
울상,1996,13.7,12.3,23.9,15.8,2.7,20,0,1015,265.9,562.4,124.4,62.3,119,42,2,90,11,939.3,1218.9,3047.1,1258,631.2,40,487.5,792.8,265.2,27670.2,4169.8,117.3,245
울상,1997,14.6,13.7,24.7,16.1,3.4,13,0,1198.6,255.3,662.9,202.3,78.1,125,39,2,63,11,946.4,1226.5,2973.5,1276.5,885.8,21,624,699.7,229.9,23831.8,3668.4,112.7,204
울상,1998,15.1,14.5,23.8,17.4,4.7,8,0,1796,400.1,809.2,385.2,201.5,146,58,3,38,8,865.8,1130,2959.2,1287.7,1235.3,31,739.7,540.1,103.8,18306.5,1670.1,166.4,255.4
울상,1999,14.4,13.5,23.6,16.5,3.8,0,0,1864.9,353.9,972.7,478.7,59.6,127,56,5,57,12,952.2,1259.9,2845.2,1337.6,1497.1,19,934.4,391.8,73.1,12770.2,1222.2,108.8,188.8
울상,2000,14.3,13.5,24.5,15.7,3.6,8,0,1027.1,170.2,505.9,325.9,25.1,134,44,0,51,13,971.7,1279.4,2810.6,1335.1,772.1,21,603.8,663.7,139.5,21368.3,2328.7,62.8,180.2
울상,2001,14.7,14,25,16.3,3.3,15,0,869.1,93.3,412.3,206,157.5,142,42,1,47,12,990.5,1296.4,2755.8,1335.1,562.7,15,462.3,845.4,195,26687,3254.3,101.9,120.6
울상,2002,14.5,14.2,23.7,14.6,5.2,8,0,1559.8,290.5,971.7,193.3,104.3,152,47,4,43,10,931.8,1213.5,2709.9,1312.6,1184.5,35,676.2,610.3,150.8,18945.6,2474.8,127,326
울상,2003,14.3,13.1,23.1,17.2,3.8,7,0,1864.2,549.8,961.9,264.2,88.3,154,61,4,49,7,917.3,1211.1,2602.2,1314.4,1459.9,11,947.5,350.5,72.3,10446.7,1188.4,144,214.5
울상,2004,15.2,14.3,24.8,16.7,5,20,0,1250.1,249,568.7,345,87.4,123,48,3,41,10,1039.4,1373.6,2508.8,1346.1,946.3,16,641.8,720.9,184.3,20715.9,3101.1,108.5,190.4
울상,2005,14.3,13.5,25,16.6,1.9,18,0,1135.7,203.6,431.2,428.9,72,124,46,1,42,13,1019.4,1348,2473.7,1345.1,876,15,541.3,755.6,201.2,21411.4,3383,327.5,359.5
울상,2006,14.7,13,24.3,16.9,4.3,22,0,1393.9,363.2,775.6,187.1,68,132,46,3,62,12,970.3,1275,2457.5,1339,1132.7,22,727,658.2,139.9,18529,2342.3,141.5,270
울상,2007,15,13.7,24.4,16.1,5.7,20,0,1135.8,197,505.7,341.2,91.9,147,54,0,72,10,926.5,1204.1,2418.8,1316.5,818.6,13,652.2,603.2,81.9,16713.9,1348.5,64,133.5
울상,2008,14.2,13.3,23.9,16.4,3.1,13,0,1112.3,247.7,695.1,75.5,94,121,42,2,39,10,932.9,1210,2244.6,1306.3,866.1,17,661.2,635.1,119.3,16330,1948.7,109.5,256
울상,2009,14.3,13.8,23.2,16,3.9,4,0,1133.2,190.2,722.4,141.2,79.4,129,43,3,44,10,942.4,1234,2146.4,1299.1,865.1,44,517.5,753.5,229.7,18525.1,3729.9,133.5,152.5
울상,2010,14.1,11.8,25.1,16.1,3,20,0,1161.6,349,421.4,236,155.2,124,47,1,47,12,936.2,1214.9,2076.9,1270,740.7,33,505.4,831,204.1,19769.8,3240.3,142,178.1
울상,2011,13.7,12.2,24.2,16.6,1.8,7,2,1233.2,216.9,649.3,261.4,105.6,120,43,4,41,15,921.9,1209.1,2003,1316.6,860.6,18,489.2,794.2,192.4,18222.4,3166.5,164,281
울상,2012,13.8,13.3,24.8,15.4,1.5,16,0,1458.1,291.8,517.8,499.1,149.4,125,57,3,43,8,960.6,1257.4,2004.2,1356.2,948.5,24,559.3,714.9,213.4,16413.3,3618.4,107,257.5
울상,2013,14.9,13.3,26.3,16.8,2.8,37,1,858.3,319.6,257.7,220.4,60.6,109,34,1,29,15,1000.6,1302,1985.7,1298.2,462.4,25,379.3,1018.6,284.3,23168.9,4613.5,91.4,125.1
울상,2014,14.8,14.6,24,16.6,3.7,10,0,1398.7,259.3,748,277.8,113.6,158,52,3,23,14,947.8,1238.6,1878.3,1385.4,906.9,20,566.5,715.3,147.3,15389.4,2550.7,211.6,280.8
울상,2015,15,14.2,24.1,16.7,4.9,16,0,1044.6,272.9,373.5,303.9,94.3,143,44,0,42,11,968.9,1260.6,1769.5,1391.3,632.4,22,517,787,195.9,15951.7,3407.6,59.2,134.3
울상,2016,14.9,14.2,24.6,16.3,4.2,14,0,1693.9,357.5,395.2,770.1,171.1,146,55,3,36,12,951.7,1203.6,1713.5,1413.2,845.6,13,586.2,748.1,173.4,14682.8,3063.4,266,287.1
울상,2017,14.6,14.2,24.8,16,3.1,19,0,671.4,165.8,212.9,241.1,51.6,117,31,1,72,11,1020.9,1312.6,1630.4,1397.7,417.2,22,313.9,941.6,282,17586,4926.2,104.5,108.1
울상,2018,14.4,14.1,25.1,15.6,2.5,23,1,1416.1,374,567.2,370.7,104.2,144,49,3,41,9,986.3,1258.8,1587.3,1306.7,819.5,30,485.2,840.4,180,15280.6,2939.9,136.4,188
울상,2019,15,14.1,24,17,4.7,8,0,1450.1,164.6,649.7,540.7,95.1,126,45,5,38,14,990.8,1263.4,1530.2,1339.4,972.2,17,562.8,723.2,115.7,12676.3,1936.6,173.1,226.9
인북,1981,9.2,9.9,22.1,9.8,-5.3,9,40,1510.9,252.8,910.8,319.6,27.7,126,52,5,71,7,832.4,1070,623.3,1071.9,1287,15,793.8,744.8,109.7,5329.8,1469.8,131,270.1
인북,1982,10.1,10.2,21.9,11.3,-3.1,8,26,999.7,253.3,537.3,144.1,65,112,43,2,58,10,850.9,1080.6,619.1,1076.4,727,33,544,940.9,253.5,6687.3,3411.3,97.7,159.4
인북,1983,9.9,10.3,21.9,11.2,-4,4,33,911.6,190.4,511.3,179.2,30.7,130,43,0,79,10,827.5,1060.8,617.5,1062.8,667.4,36,585.3,870.7,176.8,6172.6,2349.1,68.4,130.2
인북,1984,9.4,8.9,23.1,11.4,-6.1,8,54,1469.2,161.1,776.6,483.6,47.9,140,45,4,72,12,823,1041.7,614.3,1033.3,1301.2,14,674.5,820.1,135.2,5784.5,1746.8,275.8,494.5
인북,1985,9.8,9.6,23,11.5,-5.3,16,44,1095,240.7,408.3,392.9,53.1,134,47,0,60,10,824.7,1059.7,614.8,1028.3,777.6,22,623.1,939.1,190.8,6628.8,2452.9,61.7,109.8
인북,1986,9.2,9.9,21.5,10.1,-4.8,1,38,942.5,135,555.9,212.4,39.2,137,42,0,46,10,777.9,975.3,611,1029.7,709.1,27,598,859.5,125.9,6029.8,1620,65.5,109.8
인북,1987,10.2,9.6,22.1,11.6,-2.8,1,24,1255.3,143.4,935.4,97.8,78.7,117,44,1,35,13,814.9,1037.2,646.4,1064.4,1043.4,24,832,550.6,200.6,4086.2,2668.5,105,170.5
